CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
202	617	12	0.7008	267.159
235	566	12	0.8142	480.735
566	948	12	0.7349	-437.217
663	845	12	0.7371	17.026
216	663	12	0.7558	-17.026
202	216	12	0.7311	-224.116
209	905	12	0.744	163.584
206	617	12	0.7244	-156.998
503	905	12	0.7734	293.644
202	503	12	0.7169	-484.274
503	791	12	0.7427	-356.209
216	845	12	0.8399	0.000
206	235	12	0.8194	226.629
237	948	12	0.7166	221.620
235	237	12	0.8193	-178.103
209	439	12	0.7768	-8.499
202	237	12	0.8181	472.682
496	617	12	0.7063	-340.111
235	948	12	0.7018	43.517
617	948	12	0.7071	427.144
439	503	12	0.7476	-121.561
206	591	12	0.7141	-274.126
237	496	12	0.8351	134.587
235	496	12	0.8286	-43.516
591	662	12	0.7428	122.540
206	948	12	0.7241	270.146
206	496	12	0.8155	183.113
591	905	12	0.704	-340.661
662	905	12	0.7239	-463.202
202	206	12	0.8084	424.157
500	697	13	0.7514	-44.026
531	982	13	0.7295	-176.104
343	531	13	0.9132	-44.026
531	582	13	0.8036	-132.079
500	531	13	0.8881	44.026
582	697	13	0.7221	44.027
500	582	13	0.8873	-88.053
307	500	13	0.7671	-132.078
343	500	13	0.9062	-88.052
307	531	13	0.8345	-88.052
343	582	13	0.7595	-176.105
307	343	13	0.8972	-44.026
500	982	13	0.8148	-132.078
582	982	13	0.8563	-44.026
697	982	13	0.7406	-88.053
343	943	13	0.7614	15.996
889	1012	14	0.7425	-19.969
743	889	14	0.7125	-29.032
743	1012	14	0.73	-49.000
738	1012	14	0.9441	25.007
4	7	16	0.9266	-41.027
7	15	16	0.7243	27.995
4	929	16	0.921	0.000
15	65	16	0.8646	1.030
7	929	16	0.9345	41.027
219	633	18	0.8726	-0.248
633	701	18	0.8332	-40.259
342	692	18	0.8981	454.417
671	692	18	0.9158	480.929
633	969	18	0.8785	434.060
194	993	18	0.9773	1.253
692	824	18	0.851	-481.178
342	760	18	0.8784	454.216
426	554	18	0.7734	-39.768
692	993	18	0.9185	-439.415
450	633	18	0.8633	13.753
194	760	18	0.8323	440.468
450	981	18	0.8566	52.500
194	606	18	0.9267	-14.000
194	296	18	0.9178	0.251
296	824	18	0.8735	-40.761
296	606	18	0.9393	-14.251
671	760	18	0.8562	480.729
606	638	18	0.8399	5.507
760	824	18	0.8633	-480.978
450	554	18	0.8947	-0.255
554	701	18	0.8516	-26.250
219	701	18	0.8215	-40.507
194	692	18	0.9236	440.668
219	554	18	0.8847	-14.256
554	633	18	0.9067	14.008
701	981	18	0.8538	79.005
426	450	18	0.7481	-39.513
633	638	18	0.8708	-40.511
606	824	18	0.8886	-26.510
824	993	18	0.8333	41.763
606	760	18	0.8707	454.468
671	824	18	0.8691	-0.249
450	594	18	0.7514	39.262
342	991	18	0.864	-15.498
554	981	18	0.8729	52.755
760	991	18	0.8359	-469.714
638	969	18	0.8833	474.571
342	638	18	0.8583	5.255
342	824	18	0.8939	-26.762
296	991	18	0.8472	-29.498
606	991	18	0.8555	-15.246
219	638	18	0.8787	-40.759
426	594	18	0.8894	-0.251
638	701	18	0.8961	0.253
194	824	18	0.8419	-40.510
450	969	18	0.8692	447.813
194	342	18	0.8859	-13.749
638	981	18	0.8655	79.258
760	993	18	0.828	-439.215
554	969	18	0.8909	448.068
638	692	18	0.8467	449.162
554	638	18	0.8893	-26.503
219	450	18	0.8499	-14.001
342	993	18	0.8774	15.001
606	993	18	0.9197	15.253
296	692	18	0.9145	440.417
194	219	18	0.8203	32.265
969	981	18	0.8551	-395.313
296	993	18	0.9096	1.002
606	692	18	0.9255	454.668
671	993	18	0.9261	41.514
671	991	18	0.8376	11.014
342	671	18	0.9083	-26.513
450	701	18	0.8472	-26.505
606	671	18	0.942	-26.261
824	991	18	0.8583	11.264
219	993	18	0.8123	-31.012
701	969	18	0.8382	474.319
194	671	18	0.9321	-40.261
296	760	18	0.8651	440.217
450	638	18	0.8639	-26.758
296	342	18	0.919	-13.999
692	760	18	0.8878	-0.200
633	981	18	0.8811	38.747
342	606	18	0.9226	-0.252
219	981	18	0.8399	38.499
692	969	18	0.829	25.409
219	969	18	0.8838	433.812
296	671	18	0.9393	-40.512
185	711	19	0.9286	-1.004
368	698	22	0.7348	-42.012
560	680	22	0.7222	-126.141
493	595	22	0.8689	-28.032
493	787	22	0.8539	2.015
602	641	22	0.7022	-108.130
346	698	22	0.7405	-70.043
787	917	22	0.7005	-58.080
595	698	22	0.7236	-22.075
368	641	22	0.7703	-26.016
167	936	22	0.7338	-18.010
560	698	22	0.7337	-124.125
546	583	22	0.7742	17.027
595	787	22	0.7528	30.047
680	917	22	0.7059	-3.942
346	641	22	0.7997	-54.047
546	680	22	0.7234	-24.073
118	167	22	0.8981	18.010
595	917	22	0.7692	-28.033
560	641	22	0.7463	-108.130
641	848	22	0.7185	-241.156
118	936	22	0.7294	0.000
698	917	22	0.7726	-5.958
641	680	22	0.8438	-18.011
346	368	22	0.9714	-28.031
560	602	22	0.86	0.000
85	698	22	0.7216	-13.980
680	848	22	0.7407	-223.145
641	917	22	0.7769	-21.953
85	368	22	0.9021	28.032
680	698	22	0.7295	2.016
595	641	22	0.7234	-6.080
368	680	22	0.792	-44.027
167	368	22	0.7047	-84.129
85	641	22	0.7691	2.016
85	346	22	0.8964	56.063
346	680	22	0.7861	-72.058
167	346	22	0.702	-56.098
85	680	22	0.7695	-15.995
641	698	22	0.8398	-15.995
167	539	22	0.7241	0.000
493	917	22	0.7474	-56.065
63	447	23	0.7269	35.037
96	392	23	0.8699	30.010
96	963	23	0.7537	-14.016
392	562	23	0.808	-74.037
96	562	23	0.963	-44.026
392	447	23	0.7001	49.054
63	963	23	0.7153	-58.042
63	562	23	0.8782	-88.053
392	963	23	0.7068	-44.026
63	392	23	0.9198	-14.016
63	96	23	0.9281	-44.027
428	545	24	0.872	-2.016
428	920	24	0.8564	7.991
208	232	25	0.7165	-2.039
232	356	25	0.8139	-40.989
232	289	25	0.7901	-12.958
289	356	25	0.9177	-28.031
440	649	27	0.7567	23.999
526	588	27	0.8406	53.048
481	688	27	0.9346	26.016
818	937	27	0.8788	18.010
243	569	27	0.701	-282.198
481	649	27	0.8827	2.016
607	937	27	0.8079	212.053
266	910	27	0.7373	17.002
243	300	27	0.7037	-88.053
234	607	27	0.88	-194.043
300	937	27	0.7275	-57.022
222	526	27	0.8822	-17.027
234	526	27	0.8741	-35.037
